sample_id,country_name,region_name,Cluster,Plot
icr005928,Tanzania,Chinyanghuku,1,1
icr005929,Tanzania,Chinyanghuku,1,1
icr005946,Tanzania,Chinyanghuku,2,1
icr005947,Tanzania,Chinyanghuku,2,1
icr005965,Tanzania,Chinyanghuku,3,1
icr005966,Tanzania,Chinyanghuku,3,1
icr005985,Tanzania,Chinyanghuku,4,2
icr005986,Tanzania,Chinyanghuku,4,2
icr005998,Tanzania,Chinyanghuku,5,1
icr005999,Tanzania,Chinyanghuku,5,1
icr006015,Tanzania,Chinyanghuku,6,1
icr006016,Tanzania,Chinyanghuku,6,1
icr006035,Tanzania,Chinyanghuku,7,1
icr006036,Tanzania,Chinyanghuku,7,1
icr006055,Tanzania,Chinyanghuku,8,1
icr006056,Tanzania,Chinyanghuku,8,1
icr006076,Tanzania,Chinyanghuku,9,5
icr006077,Tanzania,Chinyanghuku,9,5
icr006085,Tanzania,Chinyanghuku,10,2
icr006086,Tanzania,Chinyanghuku,10,2
icr006101,Tanzania,Chinyanghuku,11,1
icr006102,Tanzania,Chinyanghuku,11,1
icr006121,Tanzania,Chinyanghuku,12,1
icr006122,Tanzania,Chinyanghuku,12,1
icr006142,Tanzania,Chinyanghuku,13,5
icr006143,Tanzania,Chinyanghuku,13,5
icr006152,Tanzania,Chinyanghuku,14,3
icr006153,Tanzania,Chinyanghuku,14,3
icr006164,Tanzania,Chinyanghuku,15,2
icr006165,Tanzania,Chinyanghuku,15,2
icr006179,Tanzania,Chinyanghuku,16,1
icr006180,Tanzania,Chinyanghuku,16,1
icr006454,Tanzania,Pandambili,1,1
icr006455,Tanzania,Pandambili,1,1
icr006474,Tanzania,Pandambili,2,1
icr006475,Tanzania,Pandambili,2,1
icr006492,Tanzania,Pandambili,3,1
icr006493,Tanzania,Pandambili,3,1
icr006510,Tanzania,Pandambili,4,1
icr006511,Tanzania,Pandambili,4,1
icr006530,Tanzania,Pandambili,5,1
icr006531,Tanzania,Pandambili,5,1
icr006550,Tanzania,Pandambili,6,1
icr006551,Tanzania,Pandambili,6,1
icr006570,Tanzania,Pandambili,7,2
icr006571,Tanzania,Pandambili,7,2
icr006586,Tanzania,Pandambili,8,1
icr006587,Tanzania,Pandambili,8,1
icr006606,Tanzania,Pandambili,9,1
icr006607,Tanzania,Pandambili,9,1
icr006626,Tanzania,Pandambili,10,1
icr006627,Tanzania,Pandambili,10,1
icr006646,Tanzania,Pandambili,11,1
icr006647,Tanzania,Pandambili,11,1
icr006666,Tanzania,Pandambili,12,1
icr006667,Tanzania,Pandambili,12,1
icr006684,Tanzania,Pandambili,13,1
icr006685,Tanzania,Pandambili,13,1
icr006704,Tanzania,Pandambili,14,1
icr006705,Tanzania,Pandambili,14,1
icr006724,Tanzania,Pandambili,15,1
icr006725,Tanzania,Pandambili,15,1
icr006744,Tanzania,Pandambili,16,1
icr006745,Tanzania,Pandambili,16,1
icr007730,Tanzania,Kiberashi,1,1
icr007731,Tanzania,Kiberashi,1,1
icr007750,Tanzania,Kiberashi,2,1
icr007751,Tanzania,Kiberashi,2,1
icr007770,Tanzania,Kiberashi,3,1
icr007771,Tanzania,Kiberashi,3,1
icr007790,Tanzania,Kiberashi,4,1
icr007791,Tanzania,Kiberashi,4,1
icr007810,Tanzania,Kiberashi,5,1
icr007811,Tanzania,Kiberashi,5,1
icr007830,Tanzania,Kiberashi,6,1
icr007831,Tanzania,Kiberashi,6,1
icr007850,Tanzania,Kiberashi,7,1
icr007851,Tanzania,Kiberashi,7,1
icr007870,Tanzania,Kiberashi,8,1
icr007871,Tanzania,Kiberashi,8,1
icr007890,Tanzania,Kiberashi,9,1
icr007891,Tanzania,Kiberashi,9,1
icr007910,Tanzania,Kiberashi,10,1
icr007911,Tanzania,Kiberashi,10,1
icr007928,Tanzania,Kiberashi,11,1
icr007929,Tanzania,Kiberashi,11,1
icr007949,Tanzania,Kiberashi,12,2
icr007950,Tanzania,Kiberashi,12,2
icr007967,Tanzania,Kiberashi,13,1
icr007968,Tanzania,Kiberashi,13,1
icr007987,Tanzania,Kiberashi,14,1
icr007988,Tanzania,Kiberashi,14,1
icr008007,Tanzania,Kiberashi,15,1
icr008008,Tanzania,Kiberashi,15,1
icr008027,Tanzania,Kiberashi,16,1
icr008028,Tanzania,Kiberashi,16,1
icr009918,Tanzania,Mbinga,1,1
icr009919,Tanzania,Mbinga,1,1
icr009938,Tanzania,Mbinga,2,1
icr009939,Tanzania,Mbinga,2,1
icr009958,Tanzania,Mbinga,3,1
icr009959,Tanzania,Mbinga,3,1
icr009978,Tanzania,Mbinga,4,1
icr009979,Tanzania,Mbinga,4,1
icr009998,Tanzania,Mbinga,5,1
icr009999,Tanzania,Mbinga,5,1
icr010018,Tanzania,Mbinga,6,1
icr010019,Tanzania,Mbinga,6,1
icr010038,Tanzania,Mbinga,7,1
icr010039,Tanzania,Mbinga,7,1
icr010058,Tanzania,Mbinga,8,1
icr010059,Tanzania,Mbinga,8,1
icr010078,Tanzania,Mbinga,9,1
icr010079,Tanzania,Mbinga,9,1
icr010098,Tanzania,Mbinga,10,1
icr010099,Tanzania,Mbinga,10,1
icr010118,Tanzania,Mbinga,11,1
icr010119,Tanzania,Mbinga,11,1
icr010138,Tanzania,Mbinga,12,1
icr010139,Tanzania,Mbinga,12,1
icr010158,Tanzania,Mbinga,13,1
icr010159,Tanzania,Mbinga,13,1
icr010178,Tanzania,Mbinga,14,1
icr010179,Tanzania,Mbinga,14,1
icr010198,Tanzania,Mbinga,15,1
icr010199,Tanzania,Mbinga,15,1
icr010218,Tanzania,Mbinga,16,1
icr010219,Tanzania,Mbinga,16,1
icr010335,Mali,Kontela,1,1
icr010336,Mali,Kontela,1,1
icr010355,Mali,Kontela,2,1
icr010356,Mali,Kontela,2,1
icr010375,Mali,Kontela,3,1
icr010376,Mali,Kontela,3,1
icr010395,Mali,Kontela,4,1
icr010396,Mali,Kontela,4,1
icr010415,Mali,Kontela,5,1
icr010416,Mali,Kontela,5,1
icr010435,Mali,Kontela,6,1
icr010436,Mali,Kontela,6,1
icr010455,Mali,Kontela,7,1
icr010456,Mali,Kontela,7,1
icr010475,Mali,Kontela,8,1
icr010476,Mali,Kontela,8,1
icr010495,Mali,Kontela,9,1
icr010496,Mali,Kontela,9,1
icr010515,Mali,Kontela,10,1
icr010516,Mali,Kontela,10,1
icr010535,Mali,Kontela,11,1
icr010536,Mali,Kontela,11,1
icr010555,Mali,Kontela,12,1
icr010556,Mali,Kontela,12,1
icr010575,Mali,Kontela,13,1
icr010576,Mali,Kontela,13,1
icr010595,Mali,Kontela,14,1
icr010596,Mali,Kontela,14,1
icr010615,Mali,Kontela,15,1
icr010616,Mali,Kontela,15,1
icr010635,Mali,Kontela,16,1
icr010636,Mali,Kontela,16,1
icr010687,Mali,Koloko,1,1
icr010688,Mali,Koloko,1,1
icr010707,Mali,Koloko,2,1
icr010708,Mali,Koloko,2,1
icr010727,Mali,Koloko,3,1
icr010728,Mali,Koloko,3,1
icr010747,Mali,Koloko,4,1
icr010748,Mali,Koloko,4,1
icr010767,Mali,Koloko,5,1
icr010768,Mali,Koloko,5,1
icr010787,Mali,Koloko,6,1
icr010788,Mali,Koloko,6,1
icr010808,Mali,Koloko,7,2
icr010809,Mali,Koloko,7,2
icr010826,Mali,Koloko,8,1
icr010827,Mali,Koloko,8,1
icr010845,Mali,Koloko,9,1
icr010846,Mali,Koloko,9,1
icr010865,Mali,Koloko,10,1
icr010866,Mali,Koloko,10,1
icr010885,Mali,Koloko,11,1
icr010886,Mali,Koloko,11,1
icr010905,Mali,Koloko,12,1
icr010906,Mali,Koloko,12,1
icr010925,Mali,Koloko,13,1
icr010926,Mali,Koloko,13,1
icr010945,Mali,Koloko,14,1
icr010946,Mali,Koloko,14,1
icr010965,Mali,Koloko,15,1
icr010966,Mali,Koloko,15,1
icr010985,Mali,Koloko,16,1
icr010986,Mali,Koloko,16,1
icr011037,Burkina Faso,Bondigui,1,1
icr011038,Burkina Faso,Bondigui,1,1
icr011067,Burkina Faso,Bondigui,2,7
icr011068,Burkina Faso,Bondigui,2,7
icr011077,Burkina Faso,Bondigui,3,2
icr011078,Burkina Faso,Bondigui,3,2
icr011097,Burkina Faso,Bondigui,4,3
icr011098,Burkina Faso,Bondigui,4,3
icr011111,Burkina Faso,Bondigui,5,1
icr011112,Burkina Faso,Bondigui,5,1
icr011133,Burkina Faso,Bondigui,6,5
icr011134,Burkina Faso,Bondigui,6,5
icr011144,Burkina Faso,Bondigui,7,1
icr011145,Burkina Faso,Bondigui,7,1
icr011164,Burkina Faso,Bondigui,8,1
icr011165,Burkina Faso,Bondigui,8,1
icr011182,Burkina Faso,Bondigui,9,1
icr011183,Burkina Faso,Bondigui,9,1
icr011202,Burkina Faso,Bondigui,10,1
icr011203,Burkina Faso,Bondigui,10,1
icr011222,Burkina Faso,Bondigui,11,1
icr011223,Burkina Faso,Bondigui,11,1
icr011241,Burkina Faso,Bondigui,12,1
icr011242,Burkina Faso,Bondigui,12,1
icr011263,Burkina Faso,Bondigui,13,2
icr011264,Burkina Faso,Bondigui,13,2
icr011281,Burkina Faso,Bondigui,14,1
icr011282,Burkina Faso,Bondigui,14,1
icr011301,Burkina Faso,Bondigui,15,1
icr011302,Burkina Faso,Bondigui,15,1
icr011321,Burkina Faso,Bondigui,16,1
icr011322,Burkina Faso,Bondigui,16,1
icr011824,Tanzania,Bukwaya,1,1
icr011825,Tanzania,Bukwaya,1,1
icr011843,Tanzania,Bukwaya,2,2
icr011844,Tanzania,Bukwaya,2,2
icr011863,Tanzania,Bukwaya,3,1
icr011864,Tanzania,Bukwaya,3,1
icr011881,Tanzania,Bukwaya,4,1
icr011882,Tanzania,Bukwaya,4,1
icr011901,Tanzania,Bukwaya,5,1
icr011902,Tanzania,Bukwaya,5,1
icr011921,Tanzania,Bukwaya,6,1
icr011922,Tanzania,Bukwaya,6,1
icr011941,Tanzania,Bukwaya,7,1
icr011942,Tanzania,Bukwaya,7,1
icr011960,Tanzania,Bukwaya,8,1
icr011961,Tanzania,Bukwaya,8,1
icr011978,Tanzania,Bukwaya,9,3
icr011979,Tanzania,Bukwaya,9,3
icr011990,Tanzania,Bukwaya,10,1
icr011991,Tanzania,Bukwaya,10,1
icr012008,Tanzania,Bukwaya,11,1
icr012009,Tanzania,Bukwaya,11,1
icr012027,Tanzania,Bukwaya,12,1
icr012028,Tanzania,Bukwaya,12,1
icr012043,Tanzania,Bukwaya,13,1
icr012044,Tanzania,Bukwaya,13,1
icr012063,Tanzania,Bukwaya,14,1
icr012064,Tanzania,Bukwaya,14,1
icr012083,Tanzania,Bukwaya,15,3
icr012084,Tanzania,Bukwaya,15,3
icr012087,Tanzania,Bukwaya,16,1
icr012088,Tanzania,Bukwaya,16,1
icr014408,Malawi,Nkhata Bay,1,1
icr014409,Malawi,Nkhata Bay,1,1
icr014428,Malawi,Nkhata Bay,2,1
icr014429,Malawi,Nkhata Bay,2,1
icr014448,Malawi,Nkhata Bay,3,1
icr014449,Malawi,Nkhata Bay,3,1
icr014468,Malawi,Nkhata Bay,4,1
icr014469,Malawi,Nkhata Bay,4,1
icr014488,Malawi,Nkhata Bay,5,1
icr014489,Malawi,Nkhata Bay,5,1
icr014508,Malawi,Nkhata Bay,6,1
icr014509,Malawi,Nkhata Bay,6,1
icr014528,Malawi,Nkhata Bay,7,1
icr014529,Malawi,Nkhata Bay,7,1
icr014548,Malawi,Nkhata Bay,8,1
icr014549,Malawi,Nkhata Bay,8,1
icr014568,Malawi,Nkhata Bay,9,1
icr014569,Malawi,Nkhata Bay,9,1
icr014588,Malawi,Nkhata Bay,10,1
icr014589,Malawi,Nkhata Bay,10,1
icr014608,Malawi,Nkhata Bay,11,2
icr014609,Malawi,Nkhata Bay,11,2
icr014628,Malawi,Nkhata Bay,12,1
icr014629,Malawi,Nkhata Bay,12,1
icr014648,Malawi,Nkhata Bay,13,1
icr014649,Malawi,Nkhata Bay,13,1
icr014668,Malawi,Nkhata Bay,14,1
icr014669,Malawi,Nkhata Bay,14,1
icr014688,Malawi,Nkhata Bay,15,1
icr014689,Malawi,Nkhata Bay,15,1
icr014708,Malawi,Nkhata Bay,16,1
icr014709,Malawi,Nkhata Bay,16,1
icr014743,Malawi,Thuchila,1,1
icr014744,Malawi,Thuchila,1,1
icr014763,Malawi,Thuchila,2,1
icr014764,Malawi,Thuchila,2,1
icr014783,Malawi,Thuchila,3,1
icr014784,Malawi,Thuchila,3,1
icr014803,Malawi,Thuchila,4,1
icr014804,Malawi,Thuchila,4,1
icr014823,Malawi,Thuchila,5,1
icr014824,Malawi,Thuchila,5,1
icr014843,Malawi,Thuchila,6,1
icr014844,Malawi,Thuchila,6,1
icr014863,Malawi,Thuchila,7,2
icr014864,Malawi,Thuchila,7,2
icr014883,Malawi,Thuchila,8,1
icr014884,Malawi,Thuchila,8,1
icr014903,Malawi,Thuchila,9,1
icr014904,Malawi,Thuchila,9,1
icr014923,Malawi,Thuchila,10,2
icr014924,Malawi,Thuchila,10,2
icr014943,Malawi,Thuchila,11,1
icr014944,Malawi,Thuchila,11,1
icr014963,Malawi,Thuchila,12,1
icr014964,Malawi,Thuchila,12,1
icr014983,Malawi,Thuchila,13,2
icr014984,Malawi,Thuchila,13,2
icr015003,Malawi,Thuchila,14,1
icr015004,Malawi,Thuchila,14,1
icr015023,Malawi,Thuchila,15,1
icr015024,Malawi,Thuchila,15,1
icr015043,Malawi,Thuchila,16,1
icr015044,Malawi,Thuchila,16,1
icr015063,Ghana,Lambussie,1,1
icr015064,Ghana,Lambussie,1,1
icr015083,Ghana,Lambussie,2,1
icr015084,Ghana,Lambussie,2,1
icr015103,Ghana,Lambussie,3,1
icr015104,Ghana,Lambussie,3,1
icr015122,Ghana,Lambussie,4,2
icr015123,Ghana,Lambussie,4,2
icr015137,Ghana,Lambussie,5,1
icr015138,Ghana,Lambussie,5,1
icr015157,Ghana,Lambussie,6,1
icr015158,Ghana,Lambussie,6,1
icr015177,Ghana,Lambussie,7,1
icr015178,Ghana,Lambussie,7,1
icr015199,Ghana,Lambussie,8,1
icr015200,Ghana,Lambussie,8,1
icr015216,Ghana,Lambussie,9,1
icr015217,Ghana,Lambussie,9,1
icr015236,Ghana,Lambussie,10,1
icr015237,Ghana,Lambussie,10,1
icr015256,Ghana,Lambussie,11,1
icr015257,Ghana,Lambussie,11,1
icr015275,Ghana,Lambussie,12,1
icr015276,Ghana,Lambussie,12,1
icr015295,Ghana,Lambussie,13,1
icr015296,Ghana,Lambussie,13,1
icr015315,Ghana,Lambussie,14,1
icr015335,Ghana,Lambussie,15,1
icr015336,Ghana,Lambussie,15,1
icr015352,Ghana,Lambussie,16,1
icr015353,Ghana,Lambussie,16,1
icr015432,Ghana,Kubeasi,1,1
icr015433,Ghana,Kubeasi,1,1
icr015452,Ghana,Kubeasi,2,1
icr015453,Ghana,Kubeasi,2,1
icr015472,Ghana,Kubeasi,3,1
icr015473,Ghana,Kubeasi,3,1
icr015492,Ghana,Kubeasi,4,1
icr015493,Ghana,Kubeasi,4,1
icr015512,Ghana,Kubeasi,5,1
icr015513,Ghana,Kubeasi,5,1
icr015532,Ghana,Kubeasi,6,1
icr015533,Ghana,Kubeasi,6,1
icr015552,Ghana,Kubeasi,7,1
icr015553,Ghana,Kubeasi,7,1
icr015572,Ghana,Kubeasi,8,1
icr015573,Ghana,Kubeasi,8,1
icr015592,Ghana,Kubeasi,9,1
icr015593,Ghana,Kubeasi,9,1
icr015612,Ghana,Kubeasi,10,1
icr015613,Ghana,Kubeasi,10,1
icr015632,Ghana,Kubeasi,11,1
icr015633,Ghana,Kubeasi,11,1
icr015652,Ghana,Kubeasi,12,1
icr015653,Ghana,Kubeasi,12,1
icr015672,Ghana,Kubeasi,13,1
icr015673,Ghana,Kubeasi,13,1
icr015692,Ghana,Kubeasi,14,1
icr015693,Ghana,Kubeasi,14,1
icr015712,Ghana,Kubeasi,15,1
icr015713,Ghana,Kubeasi,15,1
icr015732,Ghana,Kubeasi,16,1
icr015733,Ghana,Kubeasi,16,1
icr015752,Ghana,Ajumako,1,1
icr015753,Ghana,Ajumako,1,1
icr015772,Ghana,Ajumako,2,1
icr015773,Ghana,Ajumako,2,1
icr015792,Ghana,Ajumako,3,1
icr015793,Ghana,Ajumako,3,1
icr015812,Ghana,Ajumako,4,1
icr015813,Ghana,Ajumako,4,1
icr015832,Ghana,Ajumako,5,2
icr015833,Ghana,Ajumako,5,2
icr015852,Ghana,Ajumako,6,1
icr015853,Ghana,Ajumako,6,1
icr015872,Ghana,Ajumako,7,2
icr015873,Ghana,Ajumako,7,2
icr015892,Ghana,Ajumako,8,1
icr015893,Ghana,Ajumako,8,1
icr015912,Ghana,Ajumako,9,1
icr015913,Ghana,Ajumako,9,1
icr015932,Ghana,Ajumako,10,1
icr015933,Ghana,Ajumako,10,1
icr015952,Ghana,Ajumako,11,1
icr015953,Ghana,Ajumako,11,1
icr015972,Ghana,Ajumako,12,1
icr015973,Ghana,Ajumako,12,1
icr015992,Ghana,Ajumako,13,1
icr015993,Ghana,Ajumako,13,1
icr016012,Ghana,Ajumako,14,1
icr016013,Ghana,Ajumako,14,1
icr016032,Ghana,Ajumako,15,1
icr016033,Ghana,Ajumako,15,1
icr016052,Ghana,Ajumako,16,1
icr016053,Ghana,Ajumako,16,1
icr020848,Tanzania,Kidatu,1,1
icr020849,Tanzania,Kidatu,1,1
icr020868,Tanzania,Kidatu,2,1
icr020869,Tanzania,Kidatu,2,1
icr020888,Tanzania,Kidatu,3,1
icr020889,Tanzania,Kidatu,3,1
icr020908,Tanzania,Kidatu,4,1
icr020909,Tanzania,Kidatu,4,1
icr020927,Tanzania,Kidatu,5,1
icr020928,Tanzania,Kidatu,5,1
icr020947,Tanzania,Kidatu,6,1
icr020948,Tanzania,Kidatu,6,1
icr020970,Tanzania,Kidatu,7,3
icr020971,Tanzania,Kidatu,7,3
icr020986,Tanzania,Kidatu,8,1
icr020987,Tanzania,Kidatu,8,1
icr021004,Tanzania,Kidatu,9,1
icr021005,Tanzania,Kidatu,9,1
icr021023,Tanzania,Kidatu,10,1
icr021024,Tanzania,Kidatu,10,1
icr021043,Tanzania,Kidatu,11,1
icr021044,Tanzania,Kidatu,11,1
icr021063,Tanzania,Kidatu,12,1
icr021064,Tanzania,Kidatu,12,1
icr021083,Tanzania,Kidatu,13,1
icr021084,Tanzania,Kidatu,13,1
icr021103,Tanzania,Kidatu,14,1
icr021104,Tanzania,Kidatu,14,1
icr021123,Tanzania,Kidatu,15,1
icr021124,Tanzania,Kidatu,15,1
icr021141,Tanzania,Kidatu,16,1
icr021142,Tanzania,Kidatu,16,1
icr023116,Mozambique,Macassangila,1,1
icr023117,Mozambique,Macassangila,1,1
icr023136,Mozambique,Macassangila,2,1
icr023137,Mozambique,Macassangila,2,1
icr023155,Mozambique,Macassangila,3,1
icr023156,Mozambique,Macassangila,3,1
icr023175,Mozambique,Macassangila,4,1
icr023176,Mozambique,Macassangila,4,1
icr023195,Mozambique,Macassangila,5,1
icr023213,Mozambique,Macassangila,6,2
icr023214,Mozambique,Macassangila,6,2
icr023233,Mozambique,Macassangila,7,1
icr023234,Mozambique,Macassangila,7,1
icr023253,Mozambique,Macassangila,8,1
icr023254,Mozambique,Macassangila,8,1
icr023273,Mozambique,Macassangila,9,1
icr023274,Mozambique,Macassangila,9,1
icr023293,Mozambique,Macassangila,10,1
icr023294,Mozambique,Macassangila,10,1
icr023313,Mozambique,Macassangila,11,1
icr023314,Mozambique,Macassangila,11,1
icr023333,Mozambique,Macassangila,12,1
icr023334,Mozambique,Macassangila,12,1
icr023353,Mozambique,Macassangila,13,1
icr023354,Mozambique,Macassangila,13,1
icr023373,Mozambique,Macassangila,14,1
icr023374,Mozambique,Macassangila,14,1
icr023393,Mozambique,Macassangila,15,1
icr023394,Mozambique,Macassangila,15,1
icr023413,Mozambique,Macassangila,16,1
icr023414,Mozambique,Macassangila,16,1
icr023433,Mozambique,Chica_b,1,1
icr023434,Mozambique,Chica_b,1,1
icr023453,Mozambique,Chica_b,2,1
icr023454,Mozambique,Chica_b,2,1
icr023473,Mozambique,Chica_b,3,1
icr023474,Mozambique,Chica_b,3,1
icr023493,Mozambique,Chica_b,4,1
icr023494,Mozambique,Chica_b,4,1
icr023513,Mozambique,Chica_b,5,1
icr023514,Mozambique,Chica_b,5,1
icr023533,Mozambique,Chica_b,6,1
icr023534,Mozambique,Chica_b,6,1
icr023553,Mozambique,Chica_b,7,1
icr023554,Mozambique,Chica_b,7,1
icr023573,Mozambique,Chica_b,8,1
icr023574,Mozambique,Chica_b,8,1
icr023593,Mozambique,Chica_b,9,1
icr023594,Mozambique,Chica_b,9,1
icr023613,Mozambique,Chica_b,10,1
icr023614,Mozambique,Chica_b,10,1
icr023633,Mozambique,Chica_b,11,1
icr023634,Mozambique,Chica_b,11,1
icr023652,Mozambique,Chica_b,12,2
icr023653,Mozambique,Chica_b,12,2
icr023672,Mozambique,Chica_b,13,1
icr023673,Mozambique,Chica_b,13,1
icr023692,Mozambique,Chica_b,14,1
icr023693,Mozambique,Chica_b,14,1
icr023712,Mozambique,Chica_b,15,1
icr023713,Mozambique,Chica_b,15,1
icr023731,Mozambique,Chica_b,16,1
icr023732,Mozambique,Chica_b,16,1
icr024868,Tanzania,Itende,1,3
icr024869,Tanzania,Itende,1,3
icr024879,Tanzania,Itende,2,1
icr024880,Tanzania,Itende,2,1
icr024899,Tanzania,Itende,3,1
icr024900,Tanzania,Itende,3,1
icr024917,Tanzania,Itende,4,1
icr024918,Tanzania,Itende,4,1
icr024937,Tanzania,Itende,5,1
icr024938,Tanzania,Itende,5,1
icr024956,Tanzania,Itende,6,1
icr024957,Tanzania,Itende,6,1
icr024976,Tanzania,Itende,7,2
icr024977,Tanzania,Itende,7,2
icr024994,Tanzania,Itende,8,3
icr024995,Tanzania,Itende,8,3
icr025009,Tanzania,Itende,9,5
icr025010,Tanzania,Itende,9,5
icr025016,Tanzania,Itende,10,1
icr025017,Tanzania,Itende,10,1
icr025036,Tanzania,Itende,11,1
icr025037,Tanzania,Itende,11,1
icr025055,Tanzania,Itende,12,1
icr025056,Tanzania,Itende,12,1
icr025074,Tanzania,Itende,13,1
icr025075,Tanzania,Itende,13,1
icr025092,Tanzania,Itende,14,1
icr025093,Tanzania,Itende,14,1
icr025111,Tanzania,Itende,15,1
icr025112,Tanzania,Itende,15,1
icr025135,Tanzania,Itende,16,7
icr025136,Tanzania,Itende,16,7
icr030024,Ethiopia,Dambidolo,1,1
icr030025,Ethiopia,Dambidolo,1,1
icr030043,Ethiopia,Dambidolo,2,1
icr030044,Ethiopia,Dambidolo,2,1
icr030063,Ethiopia,Dambidolo,3,1
icr030064,Ethiopia,Dambidolo,3,1
icr030083,Ethiopia,Dambidolo,4,1
icr030084,Ethiopia,Dambidolo,4,1
icr030103,Ethiopia,Dambidolo,5,1
icr030104,Ethiopia,Dambidolo,5,1
icr030123,Ethiopia,Dambidolo,6,2
icr030124,Ethiopia,Dambidolo,6,2
icr030143,Ethiopia,Dambidolo,7,1
icr030144,Ethiopia,Dambidolo,7,1
icr030163,Ethiopia,Dambidolo,8,1
icr030164,Ethiopia,Dambidolo,8,1
icr030183,Ethiopia,Dambidolo,9,5
icr030184,Ethiopia,Dambidolo,9,5
icr030200,Ethiopia,Dambidolo,10,2
icr030201,Ethiopia,Dambidolo,10,2
icr030218,Ethiopia,Dambidolo,11,1
icr030219,Ethiopia,Dambidolo,11,1
icr030238,Ethiopia,Dambidolo,12,1
icr030239,Ethiopia,Dambidolo,12,1
icr030258,Ethiopia,Dambidolo,13,1
icr030259,Ethiopia,Dambidolo,13,1
icr030276,Ethiopia,Dambidolo,14,1
icr030277,Ethiopia,Dambidolo,14,1
icr030296,Ethiopia,Dambidolo,15,1
icr030297,Ethiopia,Dambidolo,15,1
icr030316,Ethiopia,Dambidolo,16,1
icr030317,Ethiopia,Dambidolo,16,1
icr030335,Ethiopia,Merar,1,3
icr030336,Ethiopia,Merar,1,3
icr030352,Ethiopia,Merar,2,3
icr030353,Ethiopia,Merar,2,3
icr030367,Ethiopia,Merar,3,7
icr030368,Ethiopia,Merar,3,7
icr030376,Ethiopia,Merar,4,1
icr030377,Ethiopia,Merar,4,1
icr030387,Ethiopia,Merar,5,2
icr030388,Ethiopia,Merar,5,2
icr030400,Ethiopia,Merar,6,2
icr030401,Ethiopia,Merar,6,2
icr030416,Ethiopia,Merar,7,1
icr030430,Ethiopia,Merar,8,6
icr030431,Ethiopia,Merar,8,6
icr030438,Ethiopia,Merar,9,1
icr030439,Ethiopia,Merar,9,1
icr030458,Ethiopia,Merar,10,1
icr030459,Ethiopia,Merar,10,1
icr030478,Ethiopia,Merar,11,1
icr030479,Ethiopia,Merar,11,1
icr030494,Ethiopia,Merar,12,1
icr030495,Ethiopia,Merar,12,1
icr030511,Ethiopia,Merar,13,1
icr030512,Ethiopia,Merar,13,1
icr030531,Ethiopia,Merar,14,1
icr030532,Ethiopia,Merar,14,1
icr030551,Ethiopia,Merar,15,1
icr030552,Ethiopia,Merar,15,1
icr030571,Ethiopia,Merar,16,2
icr030572,Ethiopia,Merar,16,2
icr033351,Kenya,Mbalambala,1,1
icr033352,Kenya,Mbalambala,1,1
icr033371,Kenya,Mbalambala,2,1
icr033372,Kenya,Mbalambala,2,1
icr033389,Kenya,Mbalambala,2,10
icr033390,Kenya,Mbalambala,2,10
icr033392,Kenya,Mbalambala,3,2
icr033393,Kenya,Mbalambala,3,2
icr033407,Kenya,Mbalambala,5,1
icr033408,Kenya,Mbalambala,5,1
icr033427,Kenya,Mbalambala,6,1
icr033428,Kenya,Mbalambala,6,1
icr033445,Kenya,Mbalambala,6,10
icr033446,Kenya,Mbalambala,6,10
icr033447,Kenya,Mbalambala,7,1
icr033448,Kenya,Mbalambala,7,1
icr033466,Kenya,Mbalambala,9,1
icr033467,Kenya,Mbalambala,9,1
icr033486,Kenya,Mbalambala,10,1
icr033487,Kenya,Mbalambala,10,1
icr033506,Kenya,Mbalambala,11,1
icr033507,Kenya,Mbalambala,11,1
icr033525,Kenya,Mbalambala,13,1
icr033526,Kenya,Mbalambala,13,1
icr033545,Kenya,Mbalambala,14,1
icr033546,Kenya,Mbalambala,14,1
icr033566,Kenya,Mbalambala,15,2
icr033567,Kenya,Mbalambala,15,2
icr033580,Kenya,Mbalambala,15,10
