sample_id,country_name,region_name,Cluster,Plot,Latitude,Longitude,Altitude,Depth
icr042116,Kenya,Morijo,8,1,-1.68290997,35.80660629,2354,Subsoil
icr042134,Kenya,Morijo,9,1,-1.74763703,35.82118225,2210,Topsoil
icr042135,Kenya,Morijo,9,1,-1.74763703,35.82118225,2210,Subsoil
icr042152,Kenya,Morijo,10,1,-1.73084498,35.81271362,2141,Topsoil
icr042153,Kenya,Morijo,10,1,-1.73084498,35.81271362,2141,Subsoil
icr042170,Kenya,Morijo,11,1,-1.70667195,35.82385635,2173,Topsoil
icr042171,Kenya,Morijo,11,1,-1.70667195,35.82385635,2173,Subsoil
icr042189,Kenya,Morijo,12,1,-1.68407798,35.8180542,2435,Topsoil
icr042190,Kenya,Morijo,12,1,-1.68407798,35.8180542,2435,Subsoil
icr042208,Kenya,Morijo,13,1,-1.75810206,35.84511185,2135,Topsoil
icr042209,Kenya,Morijo,13,1,-1.75810206,35.84511185,2135,Subsoil
icr042227,Kenya,Morijo,14,1,-1.73154998,35.84485626,2130,Topsoil
icr042228,Kenya,Morijo,14,1,-1.73154998,35.84485626,2130,Subsoil
icr042247,Kenya,Morijo,15,1,-1.70844495,35.84159088,2170,Topsoil
icr042248,Kenya,Morijo,15,1,-1.70844495,35.84159088,2170,Subsoil
icr042265,Kenya,Morijo,16,1,-1.68765497,35.8539772,2191,Topsoil
icr042266,Kenya,Morijo,16,1,-1.68765497,35.8539772,2191,Subsoil
icr042790,Guinea,Fria,1,2,10.47201667,-13.424075,406,Topsoil
icr042791,Guinea,Fria,1,2,10.47201667,-13.424075,406,Subsoil
icr042810,Guinea,Fria,2,2,10.49729833,-13.42232167,39,Topsoil
icr042811,Guinea,Fria,2,2,10.49729833,-13.42232167,39,Subsoil
icr042836,Guinea,Fria,3,5,10.51886667,-13.43299667,257,Topsoil
icr042837,Guinea,Fria,3,5,10.51886667,-13.43299667,257,Subsoil
icr042853,Guinea,Fria,4,4,10.53704833,-13.42797333,463,Topsoil
icr042854,Guinea,Fria,4,4,10.53704833,-13.42797333,463,Subsoil
icr042867,Guinea,Fria,5,1,10.477555,-13.40055167,285,Topsoil
icr042868,Guinea,Fria,5,1,10.477555,-13.40055167,285,Subsoil
icr042896,Guinea,Fria,6,7,10.50197833,-13.40440167,50,Topsoil
icr042897,Guinea,Fria,6,7,10.50197833,-13.40440167,50,Subsoil
icr042908,Guinea,Fria,7,2,10.524305,-13.40126833,102,Topsoil
icr042909,Guinea,Fria,7,2,10.524305,-13.40126833,102,Subsoil
icr042930,Guinea,Fria,8,3,10.53327167,-13.410885,270,Topsoil
icr042931,Guinea,Fria,8,3,10.53327167,-13.410885,270,Subsoil
icr042946,Guinea,Fria,9,1,10.47709,-13.37363833,302,Topsoil
icr042947,Guinea,Fria,9,1,10.47709,-13.37363833,302,Subsoil
icr042966,Guinea,Fria,10,1,10.491285,-13.380635,238,Topsoil
icr042967,Guinea,Fria,10,1,10.491285,-13.380635,238,Subsoil
icr042990,Guinea,Fria,11,3,10.52136833,-13.38026167,127,Topsoil
icr042991,Guinea,Fria,11,3,10.52136833,-13.38026167,127,Subsoil
icr043011,Guinea,Fria,12,4,10.54048833,-13.38327833,265,Topsoil
icr043012,Guinea,Fria,12,4,10.54048833,-13.38327833,265,Subsoil
icr043021,Guinea,Fria,13,1,10.47198167,-13.36306333,412,Topsoil
icr043022,Guinea,Fria,13,1,10.47198167,-13.36306333,412,Subsoil
icr043040,Guinea,Fria,14,1,10.49347167,-13.36102833,148,Topsoil
icr043041,Guinea,Fria,14,1,10.49347167,-13.36102833,148,Subsoil
icr043068,Guinea,Fria,15,5,10.51575167,-13.35777833,136,Topsoil
icr043069,Guinea,Fria,15,5,10.51575167,-13.35777833,136,Subsoil
icr043090,Guinea,Fria,16,6,10.54417,-13.35787667,97,Topsoil
icr043091,Guinea,Fria,16,6,10.54417,-13.35787667,97,Subsoil
icr043132,Guinea,Boumeoul,1,1,11.90132833,-13.17387667,102,Topsoil
icr043133,Guinea,Boumeoul,1,1,11.90132833,-13.17387667,102,Subsoil
icr043152,Guinea,Boumeoul,2,1,11.91600667,-13.17532833,87,Topsoil
icr043153,Guinea,Boumeoul,2,1,11.91600667,-13.17532833,87,Subsoil
icr043172,Guinea,Boumeoul,3,1,11.94272667,-13.17404833,26,Topsoil
icr043173,Guinea,Boumeoul,3,1,11.94272667,-13.17404833,26,Subsoil
icr043198,Guinea,Boumeoul,4,5,11.96982,-13.17629333,45,Topsoil
icr043199,Guinea,Boumeoul,4,5,11.96982,-13.17629333,45,Subsoil
icr043211,Guinea,Boumeoul,5,1,11.90748167,-13.15499,79,Topsoil
icr043212,Guinea,Boumeoul,5,1,11.90748167,-13.15499,79,Subsoil
icr043230,Guinea,Boumeoul,6,2,11.92195167,-13.15272167,222,Topsoil
icr043231,Guinea,Boumeoul,6,2,11.92195167,-13.15272167,222,Subsoil
icr043248,Guinea,Boumeoul,7,2,11.94213,-13.157495,120,Topsoil
icr043249,Guinea,Boumeoul,7,2,11.94213,-13.157495,120,Subsoil
icr043266,Guinea,Boumeoul,8,1,11.96197,-13.153175,7,Topsoil
icr043267,Guinea,Boumeoul,8,1,11.96197,-13.153175,7,Subsoil
icr043287,Guinea,Boumeoul,9,2,11.90510833,-13.13042,100,Topsoil
icr043288,Guinea,Boumeoul,9,2,11.90510833,-13.13042,100,Subsoil
icr043299,Guinea,Boumeoul,10,2,11.928245,-13.13387,114,Topsoil
icr043300,Guinea,Boumeoul,10,2,11.928245,-13.13387,114,Subsoil
icr043324,Guinea,Boumeoul,11,5,11.94712667,-13.13483167,136,Topsoil
icr043325,Guinea,Boumeoul,11,5,11.94712667,-13.13483167,136,Subsoil
icr043332,Guinea,Boumeoul,12,1,11.96782167,-13.12979333,50,Topsoil
icr043333,Guinea,Boumeoul,12,1,11.96782167,-13.12979333,50,Subsoil
icr043347,Guinea,Boumeoul,13,1,11.89474,-13.107555,133,Topsoil
icr043348,Guinea,Boumeoul,13,1,11.89474,-13.107555,133,Subsoil
icr043363,Guinea,Boumeoul,14,1,11.92822333,-13.107235,69,Topsoil
icr043390,Guinea,Boumeoul,15,11,11.950435,-13.11220667,74,Topsoil
icr043391,Guinea,Boumeoul,15,11,11.950435,-13.11220667,74,Subsoil
icr043401,Guinea,Boumeoul,16,10,11.96395833,-13.10541333,136,Topsoil
icr043402,Guinea,Boumeoul,16,10,11.96395833,-13.10541333,136,Subsoil
icr048450,South Africa,Madadeni,1,1,-27.6111,30.0127,1250,Topsoil
icr048451,South Africa,Madadeni,1,1,-27.6111,30.0127,1250,Subsoil
icr048468,South Africa,Madadeni,2,1,-27.5922,30.0235,1289,Topsoil
icr048469,South Africa,Madadeni,2,1,-27.5922,30.0235,1289,Subsoil
icr048485,South Africa,Madadeni,3,1,-27.5684,30.0228,1289,Topsoil
icr048486,South Africa,Madadeni,3,1,-27.5684,30.0228,1289,Subsoil
icr048503,South Africa,Madadeni,4,1,-27.5477,30.0232,1296,Topsoil
icr048504,South Africa,Madadeni,4,1,-27.5477,30.0232,1296,Subsoil
icr048520,South Africa,Madadeni,5,1,-27.6131,30.045,1277,Topsoil
icr048521,South Africa,Madadeni,5,1,-27.6131,30.045,1277,Subsoil
icr048528,South Africa,Madadeni,6,2,-27.5868,30.0455,1279,Topsoil
icr048529,South Africa,Madadeni,6,2,-27.5868,30.0455,1279,Subsoil
icr048549,South Africa,Madadeni,7,2,-27.5634,30.0408,1328,Topsoil
icr048550,South Africa,Madadeni,7,2,-27.5634,30.0408,1328,Subsoil
icr048566,South Africa,Madadeni,8,1,-27.535,30.0388,1377,Topsoil
icr048567,South Africa,Madadeni,8,1,-27.535,30.0388,1377,Subsoil
icr048584,South Africa,Madadeni,9,1,-27.602,30.06,1249,Topsoil
icr048585,South Africa,Madadeni,9,1,-27.602,30.06,1249,Subsoil
icr048602,South Africa,Madadeni,10,1,-27.5896,30.0597,1298,Topsoil
icr048603,South Africa,Madadeni,10,1,-27.5896,30.0597,1298,Subsoil
icr048622,South Africa,Madadeni,11,1,-27.5668,30.0585,1353,Topsoil
icr048623,South Africa,Madadeni,11,1,-27.5668,30.0585,1353,Subsoil
icr048642,South Africa,Madadeni,12,1,-27.5431,30.071,1450,Topsoil
icr048643,South Africa,Madadeni,12,1,-27.5431,30.071,1450,Subsoil
icr048664,South Africa,Madadeni,13,2,-27.6154,30.0861,1328,Topsoil
icr048665,South Africa,Madadeni,13,2,-27.6154,30.0861,1328,Subsoil
icr048682,South Africa,Madadeni,14,1,-27.5834,30.0894,1295,Topsoil
icr048683,South Africa,Madadeni,14,1,-27.5834,30.0894,1295,Subsoil
icr048704,South Africa,Madadeni,15,2,-27.5677,30.0907,1324,Topsoil
icr048705,South Africa,Madadeni,15,2,-27.5677,30.0907,1324,Subsoil
icr048721,South Africa,Madadeni,16,1,-27.545,30.0929,1416,Topsoil
icr048722,South Africa,Madadeni,16,1,-27.545,30.0929,1416,Subsoil
icr048740,South Africa,Hopetown,1,1,-29.835,23.9142,1204,Topsoil
icr048741,South Africa,Hopetown,1,1,-29.835,23.9142,1204,Subsoil
icr048755,South Africa,Hopetown,2,1,-29.8085,23.9044,1187,Topsoil
icr048756,South Africa,Hopetown,2,1,-29.8085,23.9044,1187,Subsoil
icr048770,South Africa,Hopetown,3,3,-29.7978,23.9075,1193,Topsoil
icr048771,South Africa,Hopetown,3,3,-29.7978,23.9075,1193,Subsoil
icr048786,South Africa,Hopetown,4,4,-29.7684,23.9145,1172,Topsoil
icr048787,South Africa,Hopetown,4,4,-29.7684,23.9145,1172,Subsoil
icr048793,South Africa,Hopetown,5,1,-29.8323,23.9373,1204,Topsoil
icr048794,South Africa,Hopetown,5,1,-29.8323,23.9373,1204,Subsoil
icr048820,South Africa,Hopetown,6,8,-29.8205,23.9277,1191,Topsoil
icr048821,South Africa,Hopetown,6,8,-29.8205,23.9277,1191,Subsoil
icr048824,South Africa,Hopetown,7,2,-29.7962,23.9288,1181,Topsoil
icr048825,South Africa,Hopetown,7,2,-29.7962,23.9288,1181,Subsoil
icr048837,South Africa,Hopetown,8,2,-29.7781,23.933,1173,Topsoil
icr048838,South Africa,Hopetown,8,2,-29.7781,23.933,1173,Subsoil
icr048854,South Africa,Hopetown,9,3,-29.8424,23.9545,1217,Topsoil
icr048855,South Africa,Hopetown,9,3,-29.8424,23.9545,1217,Subsoil
icr048868,South Africa,Hopetown,10,1,-29.815,23.9544,1197,Topsoil
icr048869,South Africa,Hopetown,10,1,-29.815,23.9544,1197,Subsoil
icr048886,South Africa,Hopetown,11,1,-29.7874,23.9515,NA,Topsoil
icr048887,South Africa,Hopetown,11,1,-29.7874,23.9515,NA,Subsoil
icr048899,South Africa,Hopetown,12,1,-29.7687,23.9539,NA,Topsoil
icr048900,South Africa,Hopetown,12,1,-29.7687,23.9539,NA,Subsoil
icr048912,South Africa,Hopetown,13,1,-29.8379,23.9832,NA,Topsoil
icr048913,South Africa,Hopetown,13,1,-29.8379,23.9832,NA,Subsoil
icr048931,South Africa,Hopetown,14,2,-29.8198,23.9758,NA,Topsoil
icr048932,South Africa,Hopetown,14,3,-29.816,23.9757,NA,Topsoil
icr048942,South Africa,Hopetown,14,10,-29.8188,23.9729,1190,Topsoil
icr048943,South Africa,Hopetown,15,1,-29.7993,23.9782,1198,Topsoil
icr048960,South Africa,Hopetown,15,13,-29.7994,23.9793,NA,Subsoil
icr048961,South Africa,Hopetown,16,1,-29.7734,23.983,NA,Topsoil
icr048977,South Africa,Prieska,1,1,-29.9721,22.7102,1072,Topsoil
icr048978,South Africa,Prieska,1,1,-29.9721,22.7102,1072,Subsoil
icr048985,South Africa,Prieska,2,1,-29.9494,22.7059,1070,Topsoil
icr048986,South Africa,Prieska,2,1,-29.9494,22.7059,1070,Subsoil
icr048992,South Africa,Prieska,2,6,-29.9487,22.7115,1079,Topsoil
icr048993,South Africa,Prieska,2,6,-29.9487,22.7115,1079,Subsoil
icr049013,South Africa,Prieska,4,4,-29.9058,22.7159,1071,Topsoil
icr049014,South Africa,Prieska,4,4,-29.9058,22.7159,1071,Subsoil
icr049022,South Africa,Prieska,5,1,-29.9716,22.7325,1056,Topsoil
icr049023,South Africa,Prieska,5,1,-29.9716,22.7325,1056,Subsoil
icr049044,South Africa,Prieska,6,3,-29.9505,22.7371,1060,Topsoil
icr049045,South Africa,Prieska,6,3,-29.9505,22.7371,1060,Subsoil
icr049056,South Africa,Prieska,7,4,-29.9345,22.7283,1070,Topsoil
icr049057,South Africa,Prieska,7,4,-29.9345,22.7283,1070,Subsoil
icr049068,South Africa,Prieska,8,6,-29.90012741,22.7369175,1067,Topsoil
icr049069,South Africa,Prieska,8,6,-29.90012741,22.7369175,1067,Subsoil
icr049074,South Africa,Prieska,9,1,-29.9813,22.7623,1073,Topsoil
icr049075,South Africa,Prieska,9,1,-29.9813,22.7623,1073,Subsoil
icr049098,South Africa,Prieska,11,1,-29.934,22.7603,1061,Topsoil
icr049099,South Africa,Prieska,11,1,-29.934,22.7603,1061,Subsoil
icr049100,South Africa,Prieska,11,2,-29.9347,22.7598,1055,Topsoil
icr049101,South Africa,Prieska,11,2,-29.9347,22.7598,1055,Subsoil
icr049115,South Africa,Prieska,12,1,-29.91,22.7619,1067,Topsoil
icr049116,South Africa,Prieska,12,1,-29.91,22.7619,1067,Subsoil
icr049130,South Africa,Prieska,13,5,-29.9771,22.7788,1071,Topsoil
icr049131,South Africa,Prieska,13,5,-29.9771,22.7788,1071,Subsoil
icr049152,South Africa,Prieska,15,2,-29.9329,22.7803,1053,Topsoil
icr049153,South Africa,Prieska,15,2,-29.9329,22.7803,1053,Subsoil
icr049156,South Africa,Prieska,15,5,-29.9279,22.7819,1049,Topsoil
icr049157,South Africa,Prieska,15,5,-29.9279,22.7819,1049,Subsoil
icr049174,South Africa,Prieska,16,9,-29.9066,22.7832,1053,Topsoil
icr049175,South Africa,Prieska,16,9,-29.9066,22.7832,1053,Subsoil
icr049177,Mozambique,Chiculecule,1,1,-22.86955833,35.26938,73,Topsoil
icr049178,Mozambique,Chiculecule,1,1,-22.86955833,35.26938,73,Subsoil
icr049197,Mozambique,Chiculecule,2,1,-22.85042333,35.273025,85,Topsoil
icr049198,Mozambique,Chiculecule,2,1,-22.85042333,35.273025,85,Subsoil
icr049217,Mozambique,Chiculecule,3,1,-22.83018333,35.27128833,91,Topsoil
icr049218,Mozambique,Chiculecule,3,1,-22.83018333,35.27128833,91,Subsoil
icr049237,Mozambique,Chiculecule,4,1,-22.80203,35.26829167,70,Topsoil
icr049238,Mozambique,Chiculecule,4,1,-22.80203,35.26829167,70,Subsoil
icr049257,Mozambique,Chiculecule,5,1,-22.87288167,35.29462,64,Topsoil
icr049258,Mozambique,Chiculecule,5,1,-22.87288167,35.29462,64,Subsoil
icr049277,Mozambique,Chiculecule,6,1,-22.84669833,35.28799167,89,Topsoil
icr049278,Mozambique,Chiculecule,6,1,-22.84669833,35.28799167,89,Subsoil
icr049297,Mozambique,Chiculecule,7,1,-22.81783333,35.28526167,86,Topsoil
icr049298,Mozambique,Chiculecule,7,1,-22.81783333,35.28526167,86,Subsoil
icr049317,Mozambique,Chiculecule,8,1,-22.80476167,35.28788167,75,Topsoil
icr049318,Mozambique,Chiculecule,8,1,-22.80476167,35.28788167,75,Subsoil
icr049337,Mozambique,Chiculecule,9,1,-22.87014333,35.313225,86,Topsoil
icr049338,Mozambique,Chiculecule,9,1,-22.87014333,35.313225,86,Subsoil
icr049357,Mozambique,Chiculecule,10,1,-22.849915,35.31727333,81,Topsoil
icr049358,Mozambique,Chiculecule,10,1,-22.849915,35.31727333,81,Subsoil
icr049377,Mozambique,Chiculecule,11,1,-22.830515,35.31782,73,Topsoil
icr049378,Mozambique,Chiculecule,11,1,-22.830515,35.31782,73,Subsoil
icr049397,Mozambique,Chiculecule,12,1,-22.80366,35.31284167,54,Topsoil
icr049398,Mozambique,Chiculecule,12,1,-22.80366,35.31284167,54,Subsoil
icr049417,Mozambique,Chiculecule,13,1,-22.87506833,35.33858167,73,Topsoil
icr049418,Mozambique,Chiculecule,13,1,-22.87506833,35.33858167,73,Subsoil
icr049437,Mozambique,Chiculecule,14,1,-22.84876167,35.33593,64,Topsoil
icr049438,Mozambique,Chiculecule,14,1,-22.84876167,35.33593,64,Subsoil
icr049457,Mozambique,Chiculecule,15,1,-22.82643,35.336955,65,Topsoil
icr049458,Mozambique,Chiculecule,15,1,-22.82643,35.336955,65,Subsoil
icr049477,Mozambique,Chiculecule,16,1,-22.80021333,35.33732,62,Topsoil
icr049478,Mozambique,Chiculecule,16,1,-22.80021333,35.33732,62,Subsoil
icr049496,Mozambique,Ihassunge,1,1,-18.04285667,36.79774333,13,Topsoil
icr049497,Mozambique,Ihassunge,1,1,-18.04285667,36.79774333,13,Subsoil
icr049516,Mozambique,Ihassunge,2,1,-18.02627,36.79851167,15,Topsoil
icr049517,Mozambique,Ihassunge,2,1,-18.02627,36.79851167,15,Subsoil
icr049536,Mozambique,Ihassunge,3,2,-17.998985,36.80058,8,Topsoil
icr049537,Mozambique,Ihassunge,3,2,-17.998985,36.80058,8,Subsoil
icr049556,Mozambique,Ihassunge,4,1,-17.98425333,36.79508667,3,Topsoil
icr049557,Mozambique,Ihassunge,4,1,-17.98425333,36.79508667,3,Subsoil
icr049576,Mozambique,Ihassunge,5,2,-18.04411167,36.82392333,2,Topsoil
icr049577,Mozambique,Ihassunge,5,2,-18.04411167,36.82392333,2,Subsoil
icr049596,Mozambique,Ihassunge,6,1,-18.02787167,36.81948333,5,Topsoil
icr049597,Mozambique,Ihassunge,6,1,-18.02787167,36.81948333,5,Subsoil
icr049616,Mozambique,Ihassunge,7,1,-18.00351833,36.81749667,8,Topsoil
icr049617,Mozambique,Ihassunge,7,1,-18.00351833,36.81749667,8,Subsoil
icr049635,Mozambique,Ihassunge,8,1,-17.98034833,36.82528667,9,Topsoil
icr049636,Mozambique,Ihassunge,8,1,-17.98034833,36.82528667,9,Subsoil
icr049655,Mozambique,Ihassunge,9,2,-18.0472,36.84010167,10,Topsoil
icr049656,Mozambique,Ihassunge,9,2,-18.0472,36.84010167,10,Subsoil
icr049675,Mozambique,Ihassunge,10,1,-18.02587333,36.846685,7,Topsoil
icr049676,Mozambique,Ihassunge,10,1,-18.02587333,36.846685,7,Subsoil
icr049695,Mozambique,Ihassunge,11,1,-18.00459167,36.84410833,5,Topsoil
icr049696,Mozambique,Ihassunge,11,1,-18.00459167,36.84410833,5,Subsoil
icr049715,Mozambique,Ihassunge,12,1,-17.98061,36.84061,4,Topsoil
icr049716,Mozambique,Ihassunge,12,1,-17.98061,36.84061,4,Subsoil
icr049735,Mozambique,Ihassunge,13,1,-18.048055,36.86693667,9,Topsoil
icr049736,Mozambique,Ihassunge,13,1,-18.048055,36.86693667,9,Subsoil
icr049755,Mozambique,Ihassunge,14,1,-18.02614167,36.86523833,2,Topsoil
icr049756,Mozambique,Ihassunge,14,1,-18.02614167,36.86523833,2,Subsoil
icr049775,Mozambique,Ihassunge,15,1,-17.99677167,36.86077167,3,Topsoil
icr049776,Mozambique,Ihassunge,15,1,-17.99677167,36.86077167,3,Subsoil
icr049795,Mozambique,Ihassunge,16,1,-17.977923,36.861702,-2,Topsoil
icr049796,Mozambique,Ihassunge,16,1,-17.977923,36.861702,-2,Subsoil
icr049815,Mozambique,Massuque,1,1,-24.24041833,34.33520333,72,Topsoil
icr049816,Mozambique,Massuque,1,1,-24.24041833,34.33520333,72,Subsoil
icr049835,Mozambique,Massuque,2,1,-24.22272333,34.33146167,86,Topsoil
icr049836,Mozambique,Massuque,2,1,-24.22272333,34.33146167,86,Subsoil
icr049855,Mozambique,Massuque,3,1,-24.19612167,34.33393167,66,Topsoil
icr049856,Mozambique,Massuque,3,1,-24.19612167,34.33393167,66,Subsoil
icr049875,Mozambique,Massuque,4,1,-24.16954833,34.32811,75,Topsoil
icr049876,Mozambique,Massuque,4,1,-24.16954833,34.32811,75,Subsoil
icr049894,Mozambique,Massuque,5,1,-24.243575,34.35064167,80,Topsoil
icr049895,Mozambique,Massuque,5,1,-24.243575,34.35064167,80,Subsoil
icr049914,Mozambique,Massuque,6,1,-24.21181833,34.34482833,81,Topsoil
icr049915,Mozambique,Massuque,6,1,-24.21181833,34.34482833,81,Subsoil
icr049934,Mozambique,Massuque,7,1,-24.18840333,34.34585833,62,Topsoil
icr049935,Mozambique,Massuque,7,1,-24.18840333,34.34585833,62,Subsoil
icr049954,Mozambique,Massuque,8,1,-24.17373167,34.35931333,87,Topsoil
icr049955,Mozambique,Massuque,8,1,-24.17373167,34.35931333,87,Subsoil
icr049974,Mozambique,Massuque,9,1,-24.24289667,34.37187333,82,Topsoil
icr049975,Mozambique,Massuque,9,1,-24.24289667,34.37187333,82,Subsoil
icr049994,Mozambique,Massuque,10,1,-24.21673333,34.37512,84,Topsoil
icr049995,Mozambique,Massuque,10,1,-24.21673333,34.37512,84,Subsoil
icr050014,Mozambique,Massuque,11,1,-24.19569833,34.37663333,91,Topsoil
icr050015,Mozambique,Massuque,11,1,-24.19569833,34.37663333,91,Subsoil
icr050034,Mozambique,Massuque,12,1,-24.16965333,34.38194667,83,Topsoil
icr050035,Mozambique,Massuque,12,1,-24.16965333,34.38194667,83,Subsoil
icr050054,Mozambique,Massuque,13,1,-24.24200667,34.39977333,69,Topsoil
icr050055,Mozambique,Massuque,13,1,-24.24200667,34.39977333,69,Subsoil
icr050074,Mozambique,Massuque,14,1,-24.21577667,34.398345,74,Topsoil
icr050075,Mozambique,Massuque,14,1,-24.21577667,34.398345,74,Subsoil
icr050094,Mozambique,Massuque,15,1,-24.190955,34.40507,72,Topsoil
icr050095,Mozambique,Massuque,15,1,-24.190955,34.40507,72,Subsoil
icr050114,Mozambique,Massuque,16,1,-24.175445,34.399385,77,Topsoil
icr050115,Mozambique,Massuque,16,1,-24.175445,34.399385,77,Subsoil
icr050134,Mozambique,Martinho,1,1,-16.17747833,38.93670333,120,Topsoil
icr050135,Mozambique,Martinho,1,1,-16.17747833,38.93670333,120,Subsoil
icr050154,Mozambique,Martinho,2,1,-16.162960000000002,38.94107833,121,Topsoil
icr050155,Mozambique,Martinho,2,1,-16.162960000000002,38.94107833,121,Subsoil
icr050174,Mozambique,Martinho,3,1,-16.1334,38.94113333,127,Topsoil
icr050175,Mozambique,Martinho,3,1,-16.1334,38.94113333,127,Subsoil
icr050194,Mozambique,Martinho,4,1,-16.10983333,38.93812333,115,Topsoil
icr050195,Mozambique,Martinho,4,1,-16.10983333,38.93812333,115,Subsoil
icr050214,Mozambique,Martinho,5,1,-16.17429833,38.96290833,129,Topsoil
icr050215,Mozambique,Martinho,5,1,-16.17429833,38.96290833,129,Subsoil
icr050234,Mozambique,Martinho,6,1,-16.15708333,38.95627333,113,Topsoil
icr050235,Mozambique,Martinho,6,1,-16.15708333,38.95627333,113,Subsoil
icr050254,Mozambique,Martinho,7,1,-16.12728667,38.95530167,150,Topsoil
icr050255,Mozambique,Martinho,7,1,-16.12728667,38.95530167,150,Subsoil
icr050274,Mozambique,Martinho,8,1,-16.11558,38.96545167,144,Topsoil
icr050275,Mozambique,Martinho,8,1,-16.11558,38.96545167,144,Subsoil
icr050294,Mozambique,Martinho,9,1,-16.178185,38.99062167,113,Topsoil
icr050295,Mozambique,Martinho,9,1,-16.178185,38.99062167,113,Subsoil
icr050314,Mozambique,Martinho,10,1,-16.15556667,38.98825167,115,Topsoil
icr050315,Mozambique,Martinho,10,1,-16.15556667,38.98825167,115,Subsoil
icr050334,Mozambique,Martinho,11,1,-16.13721833,38.9843,141,Topsoil
icr050335,Mozambique,Martinho,11,1,-16.13721833,38.9843,141,Subsoil
icr050354,Mozambique,Martinho,12,1,-16.11628667,38.98612833,149,Topsoil
icr050355,Mozambique,Martinho,12,1,-16.11628667,38.98612833,149,Subsoil
icr050374,Mozambique,Martinho,13,1,-16.17446833,39.00523333,126,Topsoil
icr050375,Mozambique,Martinho,13,1,-16.17446833,39.00523333,126,Subsoil
icr050394,Mozambique,Martinho,14,1,-16.14783,39.003835,145,Topsoil
icr050395,Mozambique,Martinho,14,1,-16.14783,39.003835,145,Subsoil
icr050414,Mozambique,Martinho,15,1,-16.13769833,39.00373,159,Topsoil
icr050415,Mozambique,Martinho,15,1,-16.13769833,39.00373,159,Subsoil
icr050434,Mozambique,Martinho,16,1,-16.1104,39.01113833,141,Topsoil
icr050435,Mozambique,Martinho,16,1,-16.1104,39.01113833,141,Subsoil
icr054165,Uganda,Namasuba,1,1,0.49136299,32.27067566,1175,Topsoil
icr054166,Uganda,Namasuba,1,1,0.49136299,32.27067566,1175,Subsoil
icr054183,Uganda,Namasuba,2,1,0.51586801,32.26354218,1149,Topsoil
icr054184,Uganda,Namasuba,2,1,0.51586801,32.26354218,1149,Subsoil
icr054201,Uganda,Namasuba,3,1,0.53347302,32.26804352,1119,Topsoil
icr054202,Uganda,Namasuba,3,1,0.53347302,32.26804352,1119,Subsoil
icr054220,Uganda,Namasuba,4,1,0.55131698,32.26622772,1113,Topsoil
icr054221,Uganda,Namasuba,4,1,0.55131698,32.26622772,1113,Subsoil
icr054238,Uganda,Namasuba,5,1,0.49764001,32.28783798,1177,Topsoil
icr054239,Uganda,Namasuba,5,1,0.49764001,32.28783798,1177,Subsoil
icr054258,Uganda,Namasuba,6,1,0.51271302,32.28875732,1125,Topsoil
icr054259,Uganda,Namasuba,6,1,0.51271302,32.28875732,1125,Subsoil
icr054277,Uganda,Namasuba,7,1,0.53307802,32.2866745,1103,Topsoil
icr054278,Uganda,Namasuba,7,1,0.53307802,32.2866745,1103,Subsoil
icr054293,Uganda,Namasuba,8,1,0.56445801,32.29327011,1105,Topsoil
icr054294,Uganda,Namasuba,8,1,0.56445801,32.29327011,1105,Subsoil
icr054313,Uganda,Namasuba,9,1,0.49551699,32.30453873,1124,Topsoil
icr054314,Uganda,Namasuba,9,1,0.49551699,32.30453873,1124,Subsoil
icr054333,Uganda,Namasuba,10,4,0.51432502,32.30515671,1136,Topsoil
icr054334,Uganda,Namasuba,10,4,0.51432502,32.30515671,1136,Subsoil
icr054344,Uganda,Namasuba,11,1,0.53860003,32.31171417,1147,Topsoil
icr054345,Uganda,Namasuba,11,1,0.53860003,32.31171417,1147,Subsoil
icr054360,Uganda,Namasuba,12,1,0.55428702,32.31141281,1121,Topsoil
icr054361,Uganda,Namasuba,12,1,0.55428702,32.31141281,1121,Subsoil
icr054374,Uganda,Namasuba,13,3,0.49447301,32.33593369,1125,Topsoil
icr054375,Uganda,Namasuba,13,3,0.49447301,32.33593369,1125,Subsoil
icr054387,Uganda,Namasuba,14,1,0.51074201,32.33942032,1155,Topsoil
icr054388,Uganda,Namasuba,14,1,0.51074201,32.33942032,1155,Subsoil
icr054410,Uganda,Namasuba,15,5,0.52495998,32.33211136,1181,Topsoil
icr054411,Uganda,Namasuba,15,5,0.52495998,32.33211136,1181,Subsoil
icr054418,Uganda,Namasuba,16,1,0.56465697,32.33332062,1168,Topsoil
icr054419,Uganda,Namasuba,16,1,0.56465697,32.33332062,1168,Subsoil
icr054437,Uganda,Hoima,1,1,1.45866,31.46679667,1210,Topsoil
icr054438,Uganda,Hoima,1,1,1.45866,31.46679667,1210,Subsoil
icr054456,Uganda,Hoima,2,2,1.473473333,31.46200667,1166,Topsoil
icr054457,Uganda,Hoima,2,2,1.473473333,31.46200667,1166,Subsoil
icr054469,Uganda,Hoima,3,1,1.507103333,31.4679,1155,Topsoil
icr054470,Uganda,Hoima,3,1,1.507103333,31.4679,1155,Subsoil
icr054482,Uganda,Hoima,4,1,1.527395,31.46912333,1151,Topsoil
icr054483,Uganda,Hoima,4,1,1.527395,31.46912333,1151,Subsoil
