sample_id,country_name,region_name,Cluster,Plot,Latitude,Longitude,Altitude,Depth
icr030239,Ethiopia,Dambidolo,12,1,8.64140797,35.02413177,1371,Subsoil
icr030258,Ethiopia,Dambidolo,13,1,8.57747841,35.04580688,1354,Topsoil
icr030259,Ethiopia,Dambidolo,13,1,8.57747841,35.04580688,1354,Subsoil
icr030276,Ethiopia,Dambidolo,14,1,8.6030798,35.04847336,1326,Topsoil
icr030277,Ethiopia,Dambidolo,14,1,8.6030798,35.04847336,1326,Subsoil
icr030296,Ethiopia,Dambidolo,15,1,8.62918758,35.05138397,1229,Topsoil
icr030297,Ethiopia,Dambidolo,15,1,8.62918758,35.05138397,1229,Subsoil
icr030316,Ethiopia,Dambidolo,16,1,8.64607239,35.05302811,1350,Topsoil
icr030317,Ethiopia,Dambidolo,16,1,8.64607239,35.05302811,1350,Subsoil
icr030335,Ethiopia,Merar,1,3,9.57485485,42.66679382,1928,Topsoil
icr030336,Ethiopia,Merar,1,3,9.57485485,42.66679382,1928,Subsoil
icr030352,Ethiopia,Merar,2,3,9.5947551699999991,42.66899109,1935,Topsoil
icr030353,Ethiopia,Merar,2,3,9.5947551699999991,42.66899109,1935,Subsoil
icr030367,Ethiopia,Merar,3,7,9.61504269,42.66503906,1833,Topsoil
icr030368,Ethiopia,Merar,3,7,9.61504269,42.66503906,1833,Subsoil
icr030376,Ethiopia,Merar,4,1,9.63304997,42.66046143,1827,Topsoil
icr030377,Ethiopia,Merar,4,1,9.63304997,42.66046143,1827,Subsoil
icr030387,Ethiopia,Merar,5,2,9.56801796,42.69237518,1929,Topsoil
icr030388,Ethiopia,Merar,5,2,9.56801796,42.69237518,1929,Subsoil
icr030400,Ethiopia,Merar,6,2,9.59038162,42.68822861,1939,Topsoil
icr030401,Ethiopia,Merar,6,2,9.59038162,42.68822861,1939,Subsoil
icr030416,Ethiopia,Merar,7,1,9.61859798,42.69437027,1911,Topsoil
icr030430,Ethiopia,Merar,8,6,9.63597775,42.69142151,1867,Topsoil
icr030431,Ethiopia,Merar,8,6,9.63597775,42.69142151,1867,Subsoil
icr030438,Ethiopia,Merar,9,1,9.56470776,42.71464157,1903,Topsoil
icr030439,Ethiopia,Merar,9,1,9.56470776,42.71464157,1903,Subsoil
icr030458,Ethiopia,Merar,10,1,9.59254456,42.7080574,1913,Topsoil
icr030459,Ethiopia,Merar,10,1,9.59254456,42.7080574,1913,Subsoil
icr030478,Ethiopia,Merar,11,1,9.6164484,42.70803833,1922,Topsoil
icr030479,Ethiopia,Merar,11,1,9.6164484,42.70803833,1922,Subsoil
icr030494,Ethiopia,Merar,12,1,9.63629723,42.71965027,1911,Topsoil
icr030495,Ethiopia,Merar,12,1,9.63629723,42.71965027,1911,Subsoil
icr030511,Ethiopia,Merar,13,1,9.56637478,42.73178101,1956,Topsoil
icr030512,Ethiopia,Merar,13,1,9.56637478,42.73178101,1956,Subsoil
icr030531,Ethiopia,Merar,14,1,9.5883646,42.72484207,1919,Topsoil
icr030532,Ethiopia,Merar,14,1,9.5883646,42.72484207,1919,Subsoil
icr030551,Ethiopia,Merar,15,1,9.61545658,42.73780441,1919,Topsoil
icr030552,Ethiopia,Merar,15,1,9.61545658,42.73780441,1919,Subsoil
icr030571,Ethiopia,Merar,16,2,9.63665199,42.73842239,1924,Topsoil
icr030572,Ethiopia,Merar,16,2,9.63665199,42.73842239,1924,Subsoil
icr033351,Kenya,Mbalambala,1,1,-0.150345,38.99033356,243,Topsoil
icr033352,Kenya,Mbalambala,1,1,-0.150345,38.99033356,243,Subsoil
icr033371,Kenya,Mbalambala,2,1,-0.12604301,38.9902153,238,Topsoil
icr033372,Kenya,Mbalambala,2,1,-0.12604301,38.9902153,238,Subsoil
icr033389,Kenya,Mbalambala,2,10,-0.12994801,38.99116898,237,Topsoil
icr033390,Kenya,Mbalambala,2,10,-0.12994801,38.99116898,237,Subsoil
icr033392,Kenya,Mbalambala,3,2,-0.102418,38.9889183,232,Topsoil
icr033393,Kenya,Mbalambala,3,2,-0.102418,38.9889183,232,Subsoil
icr033407,Kenya,Mbalambala,5,1,-0.15257999,39.01852417,243,Topsoil
icr033408,Kenya,Mbalambala,5,1,-0.15257999,39.01852417,243,Subsoil
icr033427,Kenya,Mbalambala,6,1,-0.12714501,39.014431,227,Topsoil
icr033428,Kenya,Mbalambala,6,1,-0.12714501,39.014431,227,Subsoil
icr033445,Kenya,Mbalambala,6,10,-0.129155,39.01071167,229,Topsoil
icr033446,Kenya,Mbalambala,6,10,-0.129155,39.01071167,229,Subsoil
icr033447,Kenya,Mbalambala,7,1,-0.104105,39.01512146,227,Topsoil
icr033448,Kenya,Mbalambala,7,1,-0.104105,39.01512146,227,Subsoil
icr033466,Kenya,Mbalambala,9,1,-0.14825299,39.0405426,226,Topsoil
icr033467,Kenya,Mbalambala,9,1,-0.14825299,39.0405426,226,Subsoil
icr033486,Kenya,Mbalambala,10,1,-0.13617,39.0349884,227,Topsoil
icr033487,Kenya,Mbalambala,10,1,-0.13617,39.0349884,227,Subsoil
icr033506,Kenya,Mbalambala,11,1,-0.106482,39.03767776,218,Topsoil
icr033507,Kenya,Mbalambala,11,1,-0.106482,39.03767776,218,Subsoil
icr033525,Kenya,Mbalambala,13,1,-0.15493301,39.06001282,221,Topsoil
icr033526,Kenya,Mbalambala,13,1,-0.15493301,39.06001282,221,Subsoil
icr033545,Kenya,Mbalambala,14,1,-0.137943,39.0579567,223,Topsoil
icr033546,Kenya,Mbalambala,14,1,-0.137943,39.0579567,223,Subsoil
icr033566,Kenya,Mbalambala,15,2,-0.109038,39.05654144,216,Topsoil
icr033567,Kenya,Mbalambala,15,2,-0.109038,39.05654144,216,Subsoil
icr033580,Kenya,Mbalambala,15,10,-0.104208,39.05907822,218,Topsoil
icr033581,Kenya,Mbalambala,15,10,-0.104208,39.05907822,218,Subsoil
icr033582,Kenya,Mbalambala,16,1,-0.091448,39.06403351,196,Topsoil
icr033583,Kenya,Mbalambala,16,1,-0.091448,39.06403351,196,Subsoil
icr033602,Ethiopia,Mega,1,1,4.14386177,38.25843048,1633,Topsoil
icr033603,Ethiopia,Mega,1,1,4.14386177,38.25843048,1633,Subsoil
icr033621,Ethiopia,Mega,2,1,4.17808723,38.26189041,1540,Topsoil
icr033622,Ethiopia,Mega,2,1,4.17808723,38.26189041,1540,Subsoil
icr033637,Ethiopia,Mega,3,1,4.19490194,38.25834656,1536,Topsoil
icr033638,Ethiopia,Mega,3,1,4.19490194,38.25834656,1536,Subsoil
icr033656,Ethiopia,Mega,4,1,4.21533012,38.26117706,1550,Topsoil
icr033657,Ethiopia,Mega,4,1,4.21533012,38.26117706,1550,Subsoil
icr033676,Ethiopia,Mega,5,1,4.14940786,38.29164124,1577,Topsoil
icr033677,Ethiopia,Mega,5,1,4.14940786,38.29164124,1577,Subsoil
icr033696,Ethiopia,Mega,6,1,4.17650223,38.28850937,1533,Topsoil
icr033697,Ethiopia,Mega,6,1,4.17650223,38.28850937,1533,Subsoil
icr033714,Ethiopia,Mega,7,1,4.19285202,38.2822876,1551,Topsoil
icr033715,Ethiopia,Mega,7,1,4.19285202,38.2822876,1551,Subsoil
icr033732,Ethiopia,Mega,8,1,4.2169199,38.28134918,1580,Topsoil
icr033733,Ethiopia,Mega,8,1,4.2169199,38.28134918,1580,Subsoil
icr033752,Ethiopia,Mega,9,1,4.14850712,38.31196213,1582,Topsoil
icr033753,Ethiopia,Mega,9,1,4.14850712,38.31196213,1582,Subsoil
icr033771,Ethiopia,Mega,10,1,4.1779871,38.30709839,1524,Topsoil
icr033772,Ethiopia,Mega,10,1,4.1779871,38.30709839,1524,Subsoil
icr033791,Ethiopia,Mega,11,1,4.1927681,38.30604172,1543,Topsoil
icr033792,Ethiopia,Mega,11,1,4.1927681,38.30604172,1543,Subsoil
icr033811,Ethiopia,Mega,12,1,4.20917797,38.31288528,1513,Topsoil
icr033812,Ethiopia,Mega,12,1,4.20917797,38.31288528,1513,Subsoil
icr033831,Ethiopia,Mega,13,1,4.14266682,38.33316422,1528,Topsoil
icr033832,Ethiopia,Mega,13,1,4.14266682,38.33316422,1528,Subsoil
icr033851,Ethiopia,Mega,14,1,4.16091299,38.33256149,1527,Topsoil
icr033852,Ethiopia,Mega,14,1,4.16091299,38.33256149,1527,Subsoil
icr033871,Ethiopia,Mega,15,1,4.19322205,38.3321991,1521,Topsoil
icr033872,Ethiopia,Mega,15,1,4.19322205,38.3321991,1521,Subsoil
icr033890,Ethiopia,Mega,16,1,4.20751286,38.32760239,1513,Topsoil
icr033891,Ethiopia,Mega,16,1,4.20751286,38.32760239,1513,Subsoil
icr033910,Nigeria,Ibi,1,1,8.10135,9.867401667,128,Topsoil
icr033911,Nigeria,Ibi,1,1,8.10135,9.867401667,128,Subsoil
icr033930,Nigeria,Ibi,2,1,8.13086,9.857668333,127,Topsoil
icr033931,Nigeria,Ibi,2,1,8.13086,9.857668333,127,Subsoil
icr033950,Nigeria,Ibi,3,1,8.14880667,9.866153333,126,Topsoil
icr033951,Nigeria,Ibi,3,1,8.14880667,9.866153333,126,Subsoil
icr033970,Nigeria,Ibi,4,1,8.17299167,9.854511667,73,Topsoil
icr033971,Nigeria,Ibi,4,1,8.17299167,9.854511667,73,Subsoil
icr033990,Nigeria,Ibi,5,1,8.10690833,9.881415,120,Topsoil
icr033991,Nigeria,Ibi,5,1,8.10690833,9.881415,120,Subsoil
icr034010,Nigeria,Ibi,6,1,8.12667833,9.8805283330000009,139,Topsoil
icr034011,Nigeria,Ibi,6,1,8.12667833,9.8805283330000009,139,Subsoil
icr034030,Nigeria,Ibi,7,1,8.146075,9.884018333,121,Topsoil
icr034031,Nigeria,Ibi,7,1,8.146075,9.884018333,121,Subsoil
icr034050,Nigeria,Ibi,8,1,8.173905,9.888138333,153,Topsoil
icr034051,Nigeria,Ibi,8,1,8.173905,9.888138333,153,Subsoil
icr034070,Nigeria,Ibi,9,1,8.10638833,9.903975,152,Topsoil
icr034071,Nigeria,Ibi,9,1,8.10638833,9.903975,152,Subsoil
icr034090,Nigeria,Ibi,10,1,8.12839333,9.910415,132,Topsoil
icr034091,Nigeria,Ibi,10,1,8.12839333,9.910415,132,Subsoil
icr034110,Nigeria,Ibi,11,1,8.15104,9.90334,NA,Topsoil
icr034111,Nigeria,Ibi,11,1,8.15104,9.90334,NA,Subsoil
icr034130,Nigeria,Ibi,12,1,8.16784833,9.90665,144,Topsoil
icr034131,Nigeria,Ibi,12,1,8.16784833,9.90665,144,Subsoil
icr034150,Nigeria,Ibi,13,1,8.10137667,9.921948333,145,Topsoil
icr034151,Nigeria,Ibi,13,1,8.10137667,9.921948333,145,Subsoil
icr034170,Nigeria,Ibi,14,1,8.132995,9.929275,152,Topsoil
icr034171,Nigeria,Ibi,14,1,8.132995,9.929275,152,Subsoil
icr034190,Nigeria,Ibi,15,1,8.15869333,9.93064,147,Topsoil
icr034191,Nigeria,Ibi,15,1,8.15869333,9.93064,147,Subsoil
icr034210,Nigeria,Ibi,16,1,8.17348833,9.927748333,136,Topsoil
icr034211,Nigeria,Ibi,16,1,8.17348833,9.927748333,136,Subsoil
icr034262,Nigeria,Katsina ala,1,1,6.97864333,9.305081667,171,Topsoil
icr034263,Nigeria,Katsina ala,1,1,6.97864333,9.305081667,171,Subsoil
icr034282,Nigeria,Katsina ala,2,1,7.00485667,9.30729,187,Topsoil
icr034283,Nigeria,Katsina ala,2,1,7.00485667,9.30729,187,Subsoil
icr034302,Nigeria,Katsina ala,3,1,7.02070167,9.30712,186,Topsoil
icr034303,Nigeria,Katsina ala,3,1,7.02070167,9.30712,186,Subsoil
icr034322,Nigeria,Katsina ala,4,2,7.04608833,9.304748333,157,Topsoil
icr034323,Nigeria,Katsina ala,4,2,7.04608833,9.304748333,157,Subsoil
icr034342,Nigeria,Katsina ala,5,1,6.97599333,9.33337,180,Topsoil
icr034343,Nigeria,Katsina ala,5,1,6.97599333,9.33337,180,Subsoil
icr034362,Nigeria,Katsina ala,6,1,7.00404333,9.332265,157,Topsoil
icr034363,Nigeria,Katsina ala,6,1,7.00404333,9.332265,157,Subsoil
icr034382,Nigeria,Katsina ala,7,1,7.02818167,9.335976667,144,Topsoil
icr034383,Nigeria,Katsina ala,7,1,7.02818167,9.335976667,144,Subsoil
icr034402,Nigeria,Katsina ala,8,1,7.04311,9.33436,181,Topsoil
icr034403,Nigeria,Katsina ala,8,1,7.04311,9.33436,181,Subsoil
icr034422,Nigeria,Katsina ala,9,1,6.97757667,9.348373333,196,Topsoil
icr034423,Nigeria,Katsina ala,9,1,6.97757667,9.348373333,196,Subsoil
icr034441,Nigeria,Katsina ala,10,1,7.0012,9.357101667,202,Topsoil
icr034442,Nigeria,Katsina ala,10,1,7.0012,9.357101667,202,Subsoil
icr034461,Nigeria,Katsina ala,11,2,7.03131,9.35504,168,Topsoil
icr034462,Nigeria,Katsina ala,11,2,7.03131,9.35504,168,Subsoil
icr034481,Nigeria,Katsina ala,12,1,7.05069667,9.354231667,159,Topsoil
icr034482,Nigeria,Katsina ala,12,1,7.05069667,9.354231667,159,Subsoil
icr034501,Nigeria,Katsina ala,13,1,6.98352667,9.376038333,197,Topsoil
icr034502,Nigeria,Katsina ala,13,1,6.98352667,9.376038333,197,Subsoil
icr034521,Nigeria,Katsina ala,14,1,7.00900167,9.378645,156,Topsoil
icr034522,Nigeria,Katsina ala,14,1,7.00900167,9.378645,156,Subsoil
icr034541,Nigeria,Katsina ala,15,1,7.02543,9.366843333,146,Topsoil
icr034542,Nigeria,Katsina ala,15,1,7.02543,9.366843333,146,Subsoil
icr034561,Nigeria,Katsina ala,16,1,7.04615167,9.370495,174,Topsoil
icr034562,Nigeria,Katsina ala,16,1,7.04615167,9.370495,174,Subsoil
icr034613,Nigeria,Imorun,1,1,6.717035,4.630036667,104,Topsoil
icr034614,Nigeria,Imorun,1,1,6.717035,4.630036667,104,Subsoil
icr034633,Nigeria,Imorun,2,1,6.74027833,4.629376667,116,Topsoil
icr034634,Nigeria,Imorun,2,1,6.74027833,4.629376667,116,Subsoil
icr034653,Nigeria,Imorun,3,1,6.768445,4.625046667,139,Topsoil
icr034654,Nigeria,Imorun,3,1,6.768445,4.625046667,139,Subsoil
icr034673,Nigeria,Imorun,4,1,6.78424333,4.627915,131,Topsoil
icr034674,Nigeria,Imorun,4,1,6.78424333,4.627915,131,Subsoil
icr034693,Nigeria,Imorun,5,2,6.71556,4.650443333,103,Topsoil
icr034694,Nigeria,Imorun,5,2,6.71556,4.650443333,103,Subsoil
icr034713,Nigeria,Imorun,6,1,6.74281667,4.643856667,149,Topsoil
icr034714,Nigeria,Imorun,6,1,6.74281667,4.643856667,149,Subsoil
icr034733,Nigeria,Imorun,7,1,6.76571833,4.644376667,129,Topsoil
icr034734,Nigeria,Imorun,7,1,6.76571833,4.644376667,129,Subsoil
icr034753,Nigeria,Imorun,8,1,6.78485167,4.643185,109,Topsoil
icr034754,Nigeria,Imorun,8,1,6.78485167,4.643185,109,Subsoil
icr034773,Nigeria,Imorun,9,1,6.72280333,4.667463333,116,Topsoil
icr034774,Nigeria,Imorun,9,1,6.72280333,4.667463333,116,Subsoil
icr034793,Nigeria,Imorun,10,1,6.74489167,4.666406667,138,Topsoil
icr034794,Nigeria,Imorun,10,1,6.74489167,4.666406667,138,Subsoil
icr034813,Nigeria,Imorun,11,1,6.76660833,4.672126667,122,Topsoil
icr034814,Nigeria,Imorun,11,1,6.76660833,4.672126667,122,Subsoil
icr034833,Nigeria,Imorun,12,1,6.79339,4.666761667,131,Topsoil
icr034834,Nigeria,Imorun,12,1,6.79339,4.666761667,131,Subsoil
icr034853,Nigeria,Imorun,13,1,6.71981167,4.688821667,108,Topsoil
icr034854,Nigeria,Imorun,13,1,6.71981167,4.688821667,108,Subsoil
icr034873,Nigeria,Imorun,14,2,6.74387833,4.68995,127,Topsoil
icr034874,Nigeria,Imorun,14,2,6.74387833,4.68995,127,Subsoil
icr034893,Nigeria,Imorun,15,1,6.76124,4.692641667,85,Topsoil
icr034894,Nigeria,Imorun,15,1,6.76124,4.692641667,85,Subsoil
icr034913,Nigeria,Imorun,16,1,6.780285,4.696635,115,Topsoil
icr034914,Nigeria,Imorun,16,1,6.780285,4.696635,115,Subsoil
icr037417,Mali,Finnkolo,1,3,11.27548333,-5.5312,365,Topsoil
icr037418,Mali,Finnkolo,1,3,11.27548333,-5.5312,365,Subsoil
icr037445,Mali,Finnkolo,2,7,11.30450833,-5.532908333,451,Topsoil
icr037446,Mali,Finnkolo,2,7,11.30450833,-5.532908333,451,Subsoil
icr037453,Mali,Finnkolo,3,1,11.32941667,-5.534058333,386,Topsoil
icr037454,Mali,Finnkolo,3,1,11.32941667,-5.534058333,386,Subsoil
icr037475,Mali,Finnkolo,4,2,11.34459667,-5.52968,352,Topsoil
icr037476,Mali,Finnkolo,4,2,11.34459667,-5.52968,352,Subsoil
icr037491,Mali,Finnkolo,5,1,11.27253667,-5.513963333,379,Topsoil
icr037492,Mali,Finnkolo,5,1,11.27253667,-5.513963333,379,Subsoil
icr037511,Mali,Finnkolo,6,1,11.30263,-5.513288333,397,Topsoil
icr037512,Mali,Finnkolo,6,1,11.30263,-5.513288333,397,Subsoil
icr037531,Mali,Finnkolo,7,1,11.32956833,-5.518538333,430,Topsoil
icr037532,Mali,Finnkolo,7,1,11.32956833,-5.518538333,430,Subsoil
icr037553,Mali,Finnkolo,8,3,11.34812,-5.520495,510,Topsoil
icr037554,Mali,Finnkolo,8,3,11.34812,-5.520495,510,Subsoil
icr037574,Mali,Finnkolo,9,5,11.28301667,-5.486493333,594,Topsoil
icr037575,Mali,Finnkolo,9,5,11.28301667,-5.486493333,594,Subsoil
icr037590,Mali,Finnkolo,10,2,11.30168667,-5.48807,587,Topsoil
icr037591,Mali,Finnkolo,10,2,11.30168667,-5.48807,587,Subsoil
icr037620,Mali,Finnkolo,11,8,11.31536667,-5.496258333,474,Topsoil
icr037621,Mali,Finnkolo,11,8,11.31536667,-5.496258333,474,Subsoil
icr037626,Mali,Finnkolo,12,1,11.351895,-5.48847,444,Topsoil
icr037627,Mali,Finnkolo,12,1,11.351895,-5.48847,444,Subsoil
icr037646,Mali,Finnkolo,13,1,11.27255333,-5.464043333,471,Topsoil
icr037647,Mali,Finnkolo,13,1,11.27255333,-5.464043333,471,Subsoil
icr037675,Mali,Finnkolo,14,8,11.294715,-5.470245,482,Topsoil
icr037676,Mali,Finnkolo,14,8,11.294715,-5.470245,482,Subsoil
icr037689,Mali,Finnkolo,15,6,11.32902667,-5.466885,475,Topsoil
icr037690,Mali,Finnkolo,15,6,11.32902667,-5.466885,475,Subsoil
icr037699,Mali,Finnkolo,16,2,11.34972,-5.469775,432,Topsoil
icr037700,Mali,Finnkolo,16,2,11.34972,-5.469775,432,Subsoil
icr037755,Cameroon,Bana,1,5,5.232845,10.226835,1317,Topsoil
icr037756,Cameroon,Bana,1,5,5.232845,10.226835,1317,Subsoil
icr037767,Cameroon,Bana,2,1,5.26178333,10.22336667,1276,Topsoil
icr037768,Cameroon,Bana,2,1,5.26178333,10.22336667,1276,Subsoil
icr037787,Cameroon,Bana,3,1,5.28236667,10.22913667,1319,Topsoil
icr037788,Cameroon,Bana,3,1,5.28236667,10.22913667,1319,Subsoil
icr037807,Cameroon,Bana,4,1,5.30309333,10.22817,1230,Topsoil
icr037808,Cameroon,Bana,4,1,5.30309333,10.22817,1230,Subsoil
icr037843,Cameroon,Bana,5,9,5.238615,10.258085,1278,Topsoil
icr037844,Cameroon,Bana,5,9,5.238615,10.258085,1278,Subsoil
icr037851,Cameroon,Bana,6,3,5.253965,10.25103167,1260,Topsoil
icr037852,Cameroon,Bana,6,3,5.253965,10.25103167,1260,Subsoil
icr037869,Cameroon,Bana,7,2,5.27953833,10.242555,1288,Topsoil
icr037870,Cameroon,Bana,7,2,5.27953833,10.242555,1288,Subsoil
icr037901,Cameroon,Bana,8,8,5.30427333,10.249175,1359,Topsoil
icr037902,Cameroon,Bana,8,8,5.30427333,10.249175,1359,Subsoil
icr037907,Cameroon,Bana,9,1,5.23253833,10.27185333,1331,Topsoil
icr037908,Cameroon,Bana,9,1,5.23253833,10.27185333,1331,Subsoil
icr037927,Cameroon,Bana,10,1,5.25545667,10.26777667,1213,Topsoil
icr037928,Cameroon,Bana,10,1,5.25545667,10.26777667,1213,Subsoil
icr037947,Cameroon,Bana,11,2,5.28252333,10.27224833,1399,Topsoil
icr037948,Cameroon,Bana,11,2,5.28252333,10.27224833,1399,Subsoil
icr037969,Cameroon,Bana,12,3,5.29722333,10.26682167,1362,Topsoil
icr037970,Cameroon,Bana,12,3,5.29722333,10.26682167,1362,Subsoil
icr037986,Cameroon,Bana,13,1,5.233795,10.28871167,1313,Topsoil
icr037987,Cameroon,Bana,13,1,5.233795,10.28871167,1313,Subsoil
icr038016,Cameroon,Bana,14,8,5.25533,10.28552,1391,Topsoil
icr038017,Cameroon,Bana,14,8,5.25533,10.28552,1391,Subsoil
icr038034,Cameroon,Bana,15,5,5.28465667,10.28513333,1630,Topsoil
icr038035,Cameroon,Bana,15,5,5.28465667,10.28513333,1630,Subsoil
icr038056,Cameroon,Bana,16,7,5.30045833,10.293825,1625,Topsoil
icr038057,Cameroon,Bana,16,7,5.30045833,10.293825,1625,Subsoil
icr038106,Ethiopia,Kutaber,1,5,11.26593208,39.57683945,2674,Topsoil
icr038107,Ethiopia,Kutaber,1,5,11.26593208,39.57683945,2674,Subsoil
icr038118,Ethiopia,Kutaber,2,1,11.28125763,39.5773468,2837,Topsoil
icr038119,Ethiopia,Kutaber,2,1,11.28125763,39.5773468,2837,Subsoil
icr038138,Ethiopia,Kutaber,3,2,11.30827332,39.57263565,2395,Topsoil
icr038139,Ethiopia,Kutaber,3,2,11.30827332,39.57263565,2395,Subsoil
icr038154,Ethiopia,Kutaber,4,3,11.32647038,39.57241058,2672,Topsoil
icr038155,Ethiopia,Kutaber,4,3,11.32647038,39.57241058,2672,Subsoil
icr038170,Ethiopia,Kutaber,5,1,11.25986958,39.59523392,2757,Topsoil
icr038171,Ethiopia,Kutaber,5,1,11.25986958,39.59523392,2757,Subsoil
icr038189,Ethiopia,Kutaber,6,1,11.2826004,39.59399414,2401,Topsoil
icr038190,Ethiopia,Kutaber,6,1,11.2826004,39.59399414,2401,Subsoil
icr038216,Ethiopia,Kutaber,7,5,11.31150246,39.59640884,2667,Topsoil
icr038234,Ethiopia,Kutaber,8,5,11.33642006,39.59075165,2536,Topsoil
icr038235,Ethiopia,Kutaber,8,5,11.33642006,39.59075165,2536,Subsoil
icr038251,Ethiopia,Kutaber,9,5,11.26762962,39.61626434,2630,Topsoil
icr038252,Ethiopia,Kutaber,9,5,11.26762962,39.61626434,2630,Subsoil
icr038273,Ethiopia,Kutaber,10,6,11.28393459,39.61522293,2332,Topsoil
icr038274,Ethiopia,Kutaber,10,6,11.28393459,39.61522293,2332,Subsoil
icr038289,Ethiopia,Kutaber,11,6,11.2998848,39.61911392,2266,Topsoil
icr038290,Ethiopia,Kutaber,11,6,11.2998848,39.61911392,2266,Subsoil
icr038305,Ethiopia,Kutaber,12,8,11.33621693,39.61544418,1997,Topsoil
icr038306,Ethiopia,Kutaber,12,8,11.33621693,39.61544418,1997,Subsoil
icr038312,Ethiopia,Kutaber,13,1,11.2650528,39.6417923,2593,Topsoil
icr038313,Ethiopia,Kutaber,13,1,11.2650528,39.6417923,2593,Subsoil
icr038331,Ethiopia,Kutaber,14,1,11.28757477,39.63938141,2455,Topsoil
icr038332,Ethiopia,Kutaber,14,1,11.28757477,39.63938141,2455,Subsoil
icr038351,Ethiopia,Kutaber,15,1,11.30782032,39.64009476,2039,Topsoil
icr038352,Ethiopia,Kutaber,15,1,11.30782032,39.64009476,2039,Subsoil
icr038368,Ethiopia,Kutaber,16,1,11.32898712,39.64373779,1872,Topsoil
icr038369,Ethiopia,Kutaber,16,1,11.32898712,39.64373779,1872,Subsoil
icr041641,Kenya,Marafa,1,2,-2.66469789,39.514431,181,Topsoil
icr041642,Kenya,Marafa,1,2,-2.66469789,39.514431,181,Subsoil
icr041659,Kenya,Marafa,2,1,-2.64596796,39.51325607,173,Topsoil
icr041660,Kenya,Marafa,2,1,-2.64596796,39.51325607,173,Subsoil
icr041679,Kenya,Marafa,3,1,-2.62334704,39.51435852,169,Topsoil
icr041680,Kenya,Marafa,3,1,-2.62334704,39.51435852,169,Subsoil
icr041699,Kenya,Marafa,4,1,-2.60788202,39.5163269,160,Topsoil
icr041700,Kenya,Marafa,4,1,-2.60788202,39.5163269,160,Subsoil
icr041719,Kenya,Marafa,5,2,-2.66981196,39.53773499,169,Topsoil
icr041720,Kenya,Marafa,5,2,-2.66981196,39.53773499,169,Subsoil
icr041739,Kenya,Marafa,6,1,-2.64416289,39.5366745,178,Topsoil
icr041740,Kenya,Marafa,6,1,-2.64416289,39.5366745,178,Subsoil
icr041759,Kenya,Marafa,7,1,-2.622082,39.53253555,178,Topsoil
icr041760,Kenya,Marafa,7,1,-2.622082,39.53253555,178,Subsoil
icr041779,Kenya,Marafa,8,1,-2.5984930999999998,39.53760147,173,Topsoil
icr041780,Kenya,Marafa,8,1,-2.5984930999999998,39.53760147,173,Subsoil
icr041799,Kenya,Marafa,9,1,-2.67196488,39.55476761,162,Topsoil
icr041800,Kenya,Marafa,9,1,-2.67196488,39.55476761,162,Subsoil
icr041819,Kenya,Marafa,10,1,-2.64218307,39.55010605,160,Topsoil
icr041820,Kenya,Marafa,10,1,-2.64218307,39.55010605,160,Subsoil
icr041838,Kenya,Marafa,11,1,-2.61965704,39.55268478,171,Topsoil
icr041839,Kenya,Marafa,11,1,-2.61965704,39.55268478,171,Subsoil
icr041858,Kenya,Marafa,12,1,-2.60102701,39.56488037,175,Topsoil
icr041859,Kenya,Marafa,12,1,-2.60102701,39.56488037,175,Subsoil
icr041878,Kenya,Marafa,13,1,-2.66731191,39.57624435,174,Topsoil
icr041879,Kenya,Marafa,13,1,-2.66731191,39.57624435,174,Subsoil
icr041898,Kenya,Marafa,14,2,-2.64556789,39.57897949,153,Topsoil
icr041899,Kenya,Marafa,14,2,-2.64556789,39.57897949,153,Subsoil
icr041915,Kenya,Marafa,15,1,-2.62039208,39.57739258,162,Topsoil
icr041916,Kenya,Marafa,15,1,-2.62039208,39.57739258,162,Subsoil
icr041935,Kenya,Marafa,16,1,-2.60346293,39.5819931,176,Topsoil
icr041936,Kenya,Marafa,16,1,-2.60346293,39.5819931,176,Subsoil
icr041987,Kenya,Morijo,1,1,-1.75930798,35.77468491,2136,Topsoil
icr041988,Kenya,Morijo,1,1,-1.75930798,35.77468491,2136,Subsoil
icr042004,Kenya,Morijo,2,1,-1.73033202,35.77527618,0,Topsoil
icr042005,Kenya,Morijo,2,1,-1.73033202,35.77527618,0,Subsoil
icr042024,Kenya,Morijo,3,1,-1.70595801,35.78072357,2240,Topsoil
icr042025,Kenya,Morijo,3,1,-1.70595801,35.78072357,2240,Subsoil
icr042048,Kenya,Morijo,4,4,-1.68905199,35.77809525,2401,Topsoil
icr042049,Kenya,Morijo,4,4,-1.68905199,35.77809525,2401,Subsoil
icr042062,Kenya,Morijo,5,2,-1.74951005,35.79748917,2202,Topsoil
icr042063,Kenya,Morijo,5,2,-1.74951005,35.79748917,2202,Subsoil
icr042078,Kenya,Morijo,6,1,-1.73061001,35.80042267,2119,Topsoil
icr042079,Kenya,Morijo,6,1,-1.73061001,35.80042267,2119,Subsoil
icr042098,Kenya,Morijo,7,1,-1.70412803,35.80501556,2172,Topsoil
icr042099,Kenya,Morijo,7,1,-1.70412803,35.80501556,2172,Subsoil
icr042115,Kenya,Morijo,8,1,-1.68290997,35.80660629,2354,Topsoil
